Year,Type,Country,Area,Activity,Reference
2011.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.28-uShaka-Aquarium.pdf
2011.0,Unprovoked,AUSTRALIA,Western Australia,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.22-Wainwright.pdf
2011.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.20-Gumm.pdf
2011.0,Unprovoked,AUSTRALIA,Victoria,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.19-Houston.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.11-Riley.pdf
2011.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.10-Niblack.pdf
2011.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.09-Martin.pdf
2011.0,Unprovoked,USA,Florida,Wade fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.02-Perez.pdf
2011.0,Invalid,USA,Puerto Rico,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.30-Casanova.pdf
2011.0,Provoked,DOMINICAN REPUBLIC,Samaná Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.b-Sarante.pdf
2011.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.a-Cohen.pdf
2011.0,Unprovoked,USA,Florida,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.b-Wickersham.pdf
2011.0,Unprovoked,USA,South Carolina,Jumping in the waves,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.a-O'Hara.pdf
2011.0,Boat,USA,Hawaii,Canoeing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.20-Bartlett.pdf
2011.0,Unprovoked,REUNION,Saint-Gilles,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.19-Schiller.pdf
2011.0,Unprovoked,KENYA,Coast Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf
2011.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf
2011.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf
2011.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf
2011.0,Unprovoked,AUSTRALIA,Western Australia,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf
2011.0,Invalid,AUSTRALIA,Queensland,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf
2011.0,Unprovoked,USA,Texas,Wade Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf
2011.0,Unprovoked,RUSSIA,Primorsky Krai,"Standing, collecting sea stars",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf
2011.0,Unprovoked,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf
2011.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf
2011.0,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf
2011.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf
2011.0,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf
2011.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf
2011.0,Unprovoked,USA,Puerto Rico,Floating ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf
2011.0,Unprovoked,SEYCHELLES,Praslin,Swimming or Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf
2011.0,Invalid,USA,South Carolina,Playing in the surf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf
2011.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf
2011.0,Unprovoked,SEYCHELLES,Praslin,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf
2011.0,Invalid,BRAZIL,Pernambuco,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf
2011.0,Unprovoked,USA,New Jersey,Wade Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf
2011.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf
2011.0,Unprovoked,USA,North Carolina,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf
2011.0,Boating,REUNION,Saint-Gilles,Kayaking or Wave skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf
2011.0,Unprovoked,USA,Texas,Surf fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf
2011.0,Unprovoked,BAHAMAS,Grand Bahama Island,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf
2011.0,Unprovoked,USA,Texas,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf
2011.0,Unprovoked,USA,Texas,Wade Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf
2011.0,Unprovoked,REUNION,Saint-Gilles,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf
2011.0,Unprovoked,COLUMBIA,Sucre,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf
2011.0,Unprovoked,TURKS & CAICOS,Middle Caicos,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf
2011.0,Unprovoked,BRAZIL,Pernambuco,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf
2011.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf
2011.0,Unprovoked,USA,North Carolina,Playing in the surf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf
2011.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf
2011.0,Unprovoked,USA,Florida,Jet skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf
2011.0,Unprovoked,TURKS & CAICOS,Caicos Bank,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf
2011.0,Unprovoked,COSTA RICA,Guanacaste,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf
2011.0,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf
2011.0,Boating,UNITED KINGDOM,Cornwall,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf
2011.0,Unprovoked,USA,Florida,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf
2011.0,Unprovoked,COLUMBIA,San Andrés archipelago,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf
2011.0,Unprovoked,USA,California,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf
2011.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf
2011.0,Unprovoked,MALAYSIA,Kedah,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf
2011.0,Unprovoked,USA,Texas,Standing or boogie boardin,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf
2011.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf
2011.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf
2011.0,Unprovoked,USA,Hawaii,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf
2011.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf
2011.0,Unprovoked,USA,Florida,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf
2011.0,Unprovoked,NEW CALEDONIA,North Province,Kite Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.a-Bronson.pdf
2011.0,Provoked,USA,Florida,Fishing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.10-Storch.pdf
2011.0,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Fishing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.07.R-UAE.pdf
2011.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.04-Burger.pdf
2011.0,Unprovoked,USA,Florida,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.26-Seagrich.pdf
2011.0,Unprovoked,AUSTRALIA,Western Australia,Washing sand off a speared fish,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.23-VanderVyver.pdf
2011.0,Unprovoked,USA,Florida,Surfing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.22-RonWhite.pdf
2011.0,Unprovoked,NEW ZEALAND,South Island,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.16-Hobson.pdf
2011.0,Unprovoked,INDONESIA,Bali,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.12-Ferrar.pdf
2011.0,Unprovoked,FIJI,Vitu Levu,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.08-Caucau.pdf
2011.0,Provoked,USA,Texas,"Standing, holding shark pup",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.29.R-Orlando.pdf
2011.0,Unprovoked,MEXICO,Quintana Roo,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.24-Taran.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.23-Pearson.pdf
2011.0,Unprovoked,MEXICO,Quintana Roo,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.21.b-Masternak.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Wakeboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.16-Mondy.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.10.a-Puri.pdf
2011.0,Provoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.28.R-Nyari.pdf
2011.0,Unprovoked,NEW CALEDONIA, Loyalty Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.23-Jean-Luc.pdf
2011.0,Unprovoked,REUNION,Saint Gilles ,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.19-Dargent.pdf
2011.0,Unprovoked,AUSTRALIA,South Australia,Diving for abalone,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.17-Clarkson.pdf
2011.0,Provoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.13-SunshineBeach-angler.pdf
2011.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.12-Exmouth.pdf
2011.0,Provoked,MEXICO,Colima,Shark fishing on the Ricardo Astorga,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.04.R-Camacho.pdf
2011.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surf fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.02-Jonk.pdf
2011.0,Unprovoked,MEXICO,Quintana Roo,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.31-Moore.pdf
2011.0,Provoked,MEXICO,Colima,Shark fishing on the Don Agustín-VI. ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.28-Camargo.pdf
2011.0,Unprovoked,BAHAMAS,West End,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.26-Abernethy.pdf
2011.0,Invalid,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.20-Merlini.pdf
2011.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.15-Ndamase.pdf
2011.0,Unprovoked,MEXICO,Quintana Roo,Attempting to fix motor,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.12.R-Infante.pdf
2011.0,Boat,AUSTRALIA,Western Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.03-BusseltonBoat.pdf
2010.0,Unprovoked,USA,Hawaii,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.26-Stover-French.pdf
2010.0,Unprovoked,FIJI,Vitu Levu,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.17-Gracia.pdf
2010.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.11-Wilson.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.05-Renate- Seiffert.pdf
2010.0,Unprovoked,INDONESIA,Bali,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.03.R-Ong.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.b-Yevgeniy-Trishkin.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.a-Viktor-Koliy.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.b-Lyudmila-Stolyarova.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.a-Olga Marsyenko.pdf
2010.0,Invalid,AUSTRALIA,Western Australia,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.27.a-Utley.pdf
2010.0,Provoked,USA,Palmyra Atoll,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.19-Pollock.pdf
2010.0,Unprovoked,INDONESIA,Bali,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.14-Bali.pdf
2010.0,Boat,AUSTRALIA,Western Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.12.R-Gade.pdf
2010.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.30-Francom.pdf
2010.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.R-Plant.pdf
2010.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.a-SethMead.pdf
2010.0,Unprovoked,USA,Maine,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23-MacNichol.pdf
2010.0,Unprovoked,AUSTRALIA,Western Australia,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23.a-Walker.pdf
2010.0,Unprovoked,USA,California,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.22-Ransom.pdf
2010.0,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.20-Rubanovich.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.09-Turk.pdf
2010.0,Unprovoked,BAHAMAS,Exuma Islands,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.b-Molla.pdf
2010.0,Unprovoked,BAHAMAS,Abaco Islands,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.a-Engle.pdf
2010.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.01-Melkbaai-surfer.pdf
2010.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.27-Lowden-COLLIER.pdf
2010.0,Unprovoked,USA,Virginia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.24-Kauchak.pdf
2010.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.21-Momoza.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.13-Davis.pdf
2010.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.07-Whitworth.pdf
2010.0,Unprovoked,TONGA,Ha'api ,Swimming /  Whale Watching,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.06.R-Jensen.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.04-Kerr.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.b-Coffman.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.a-Heald.pdf
2010.0,Invalid,BAHAMAS,Exuma Islands,Swimming after boat became disabled,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.29-Newton.pdf
2010.0,Unprovoked,USA,Florida,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.18-Shorten.pdf
2010.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.17-Edwards.pdf
2010.0,Boating,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.14-Coca.pdf
2010.0,Provoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.b-Townsville.pdf
2010.0,Unprovoked,SOUTH KOREA,Jeju Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.a-Pierce.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.08-Carroll.pdf
2010.0,Unprovoked,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.07.b-Clement.pdf
2010.0,Invalid,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.05-Fischman.pdf
2010.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.b-Strosaker.pdf
2010.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.a-Presser.pdf
2010.0,Unprovoked,USA,South Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.25-Stamm.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.23-Schulz.pdf
2010.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.19-Myers.pdf
2010.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.b-Parker.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.a-Johnston.pdf
2010.0,Provoked,SPAIN,Grand Canary Island,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.b-Spain.pdf
2010.0,Unprovoked,USA,Texas,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.a-Gauzer.pdf
2010.0,Provoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.11-Lauderdale-fisherman.pdf
2010.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.04-Haiden.pdf
2010.0,Provoked,USA,New York,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.03-Joseph.pdf
2010.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.b-Crane.pdf
2010.0,Unprovoked,USA,California,Stand-Up Paddleboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.a-Bull.pdf
2010.0,Unprovoked,USA,Texas,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.27-Rogers.pdf
2010.0,Unprovoked,USA,South Carolina,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.b-Morris.pdf
2010.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.a-Schlentz.pdf
2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.15-Hoang.pdf
2010.0,Unprovoked,USA,Florida,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.10-Mayo-Foster.pdf
2010.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.06-Bedford.pdf
2010.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.00-Searcy.pdf
2010.0,Provoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.30-Seymore.pdf
2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Rescuing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.c-Thao.pdf
2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.b-Thanh.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.a-Gibson.pdf
2010.0,Unprovoked,MADAGASCAR,Antsiranana Province,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.03-Touzet.pdf
2010.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.01-Dubois.pdf
2010.0,Provoked,USA,Florida,Measuring sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.28-Gatrich.pdf
2010.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.19-Rawlinson.pdf
2010.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.13-Denton.pdf
2010.0,Unprovoked,EGYPT,Sinai Peninsula,Swimming / treading water,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.04-Elliot.pdf
2010.0,Unprovoked,REUNION,Saint-Benoit,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.03.27-Schorebreak.pdf
2010.0,Unprovoked,NEW ZEALAND,South Island,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.19-Baird.pdf
2010.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.16-duPlessis.pdf
2010.0,Unprovoked,FIJI,Off Vanua Levu,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.15-Usimewa.pdf
2010.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.13-Trumbull.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.11-Welsh.pdf
2010.0,Provoked,NEW ZEALAND,South Island,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.R-Muilwyk.pdf
2010.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.b-Everson.pdf
2010.0,Provoked,USA,Florida,Surf fishing / wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.a-RivieraBeach.pdf
2010.0,Invalid,GUAM,Merizo,Spearfishing (free diving),http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.04-Duenas.pdf
2010.0,Unprovoked,USA,Florida,Kite Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.03-Schafer.pdf
2010.0,Provoked,NEW ZEALAND,South Island,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.01-Ward.pdf
2010.0,Unprovoked,BRAZIL,Rio Grande Do Sul,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.30-Andrei.pdf
2010.0,Unprovoked,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.27-Ramage.pdf
